List,Name,ID,Feature Type
SMC,CRIP1,ENSG00000213145,Gene Expression
SMC,GNG11,ENSG00000127920,Gene Expression
SMC,UACA,ENSG00000137831,Gene Expression
SMC,PDLIM1,ENSG00000107438,Gene Expression
SMC,C11orf96,ENSG00000187479,Gene Expression
SMC,COL3A1,ENSG00000168542,Gene Expression
SMC,TPM4,ENSG00000167460,Gene Expression
SMC,COL6A2,ENSG00000142173,Gene Expression
SMC,OLFML3,ENSG00000116774,Gene Expression
SMC,CCDC3,ENSG00000151468,Gene Expression
SMC,PGF,ENSG00000119630,Gene Expression
SMC,HES4,ENSG00000188290,Gene Expression
SMC,CA2,ENSG00000104267,Gene Expression
SMC,PRSS23,ENSG00000150687,Gene Expression
SMC,SDC2,ENSG00000169439,Gene Expression
SMC COL,COL1A1,ENSG00000108821,Gene Expression
SMC COL,COL1A2,ENSG00000164692,Gene Expression
SMC COL,FN1,ENSG00000115414,Gene Expression
SMC COL,TIMP1,ENSG00000102265,Gene Expression
SMC COL,COL6A2,ENSG00000142173,Gene Expression
SMC COL,COL6A1,ENSG00000142156,Gene Expression
SMC COL,IGFBP7,ENSG00000163453,Gene Expression
SMC COL,COL3A1,ENSG00000168542,Gene Expression
SMC COL,BGN,ENSG00000182492,Gene Expression
SMC COL,SPARC,ENSG00000113140,Gene Expression
SMC COL,COL6A3,ENSG00000163359,Gene Expression
SMC COL,TAGLN,ENSG00000149591,Gene Expression
SMC COL,CALD1,ENSG00000122786,Gene Expression
SMC COL,PCOLCE,ENSG00000106333,Gene Expression
SMC COL,TPM2,ENSG00000198467,Gene Expression
SMC COL,LUM,ENSG00000139329,Gene Expression
SMC COL,MMP9,ENSG00000100985,Gene Expression
SMC COL,TIMP3,ENSG00000100234,Gene Expression
SMC COL,POSTN,ENSG00000133110,Gene Expression
SMC COL,COL4A1,ENSG00000187498,Gene Expression
SMC COL,MYL9,ENSG00000101335,Gene Expression
SMC COL,SERPINH1,ENSG00000149257,Gene Expression
SMC COL,MGP,ENSG00000111341,Gene Expression
SMC COL,COL4A2,ENSG00000134871,Gene Expression
SMC COL,LGALS1,ENSG00000100097,Gene Expression
SMC COL,MT2A,ENSG00000125148,Gene Expression
SMC COL,COL5A1,ENSG00000130635,Gene Expression
SMC COL,CCN2,ENSG00000118523,Gene Expression
SMC COL,SERPINE1,ENSG00000106366,Gene Expression
SMC COL,COL5A2,ENSG00000204262,Gene Expression
SMC COL,COL18A1,ENSG00000182871,Gene Expression
SMC COL,PRSS23,ENSG00000150687,Gene Expression
SMC COL,TPM1,ENSG00000140416,Gene Expression
SMC COL,THY1,ENSG00000154096,Gene Expression
SMC COL,MMP14,ENSG00000157227,Gene Expression
SMC COL,TNC,ENSG00000041982,Gene Expression
SMC COL,NNMT,ENSG00000166741,Gene Expression
SMC COL,ANXA2,ENSG00000182718,Gene Expression
SMC COL,CCN1,ENSG00000142871,Gene Expression
SMC COL,DCN,ENSG00000011465,Gene Expression
SMC COL,CCDC80,ENSG00000091986,Gene Expression
SMC COL,LOXL2,ENSG00000134013,Gene Expression
SMC COL,EMILIN1,ENSG00000138080,Gene Expression
SMC COL,IFITM3,ENSG00000142089,Gene Expression
SMC COL,HSPB1,ENSG00000106211,Gene Expression
SMC COL,TGFBI,ENSG00000120708,Gene Expression
SMC COL,CAV1,ENSG00000105974,Gene Expression
SMC COL,CYTOR,ENSG00000222041,Gene Expression
SMC COL,HSPA5,ENSG00000044574,Gene Expression
SMC COL,LMNA,ENSG00000160789,Gene Expression
SMC prolif,IGFBP7,ENSG00000163453,Gene Expression
SMC prolif,RGS5,ENSG00000143248,Gene Expression
SMC prolif,NDUFA4L2,ENSG00000185633,Gene Expression
SMC prolif,MMP9,ENSG00000100985,Gene Expression
SMC prolif,FN1,ENSG00000115414,Gene Expression
SMC prolif,SPARC,ENSG00000113140,Gene Expression
SMC prolif,TAGLN,ENSG00000149591,Gene Expression
SMC prolif,THY1,ENSG00000154096,Gene Expression
SMC prolif,MIR4435-2HG,ENSG00000172965,Gene Expression
SMC prolif,BGN,ENSG00000182492,Gene Expression
SMC prolif,CYTOR,ENSG00000222041,Gene Expression
SMC prolif,COL4A1,ENSG00000187498,Gene Expression
SMC prolif,CALD1,ENSG00000122786,Gene Expression
SMC prolif,ACTA2,ENSG00000107796,Gene Expression
SMC prolif,TPM2,ENSG00000198467,Gene Expression
SMC prolif,MYL9,ENSG00000101335,Gene Expression
SMC prolif,HIGD1B,ENSG00000131097,Gene Expression
SMC prolif,COL4A2,ENSG00000134871,Gene Expression
SMC prolif,TIMP1,ENSG00000102265,Gene Expression
SMC prolif,COL1A2,ENSG00000164692,Gene Expression
SMC prolif,COL3A1,ENSG00000168542,Gene Expression
SMC prolif,UACA,ENSG00000137831,Gene Expression
SMC prolif,TPM4,ENSG00000167460,Gene Expression
SMC prolif,SERPINH1,ENSG00000149257,Gene Expression
SMC prolif,TPM1,ENSG00000140416,Gene Expression
SMC prolif,ITGB1,ENSG00000150093,Gene Expression
SMC prolif,COL1A1,ENSG00000108821,Gene Expression
SMC prolif,LGALS1,ENSG00000100097,Gene Expression
SMC prolif,MCAM,ENSG00000076706,Gene Expression
SMC prolif,IFITM3,ENSG00000142089,Gene Expression
SMC prolif,DCN,ENSG00000011465,Gene Expression
SMC prolif,TUBB,ENSG00000196230,Gene Expression
SMC prolif,H2AZ1,ENSG00000164032,Gene Expression
SMC prolif,IGFBP4,ENSG00000141753,Gene Expression
SMC prolif,TUBA1B,ENSG00000123416,Gene Expression
SMC prolif,CCDC3,ENSG00000151468,Gene Expression
SMC prolif,NOTCH3,ENSG00000074181,Gene Expression
SMC prolif,GNG11,ENSG00000127920,Gene Expression
SMC prolif,PCOLCE,ENSG00000106333,Gene Expression
SMC prolif,ITGA1,ENSG00000213949,Gene Expression
SMC prolif,FSTL1,ENSG00000163430,Gene Expression
SMC prolif,FRZB,ENSG00000162998,Gene Expression
SMC prolif,PPP1R14A,ENSG00000167641,Gene Expression
SMC prolif,CRIP1,ENSG00000213145,Gene Expression
SMC prolif,COL5A2,ENSG00000204262,Gene Expression
SMC prolif,PLXDC1,ENSG00000161381,Gene Expression
SMC prolif,NID1,ENSG00000116962,Gene Expression
SMC prolif,HES4,ENSG00000188290,Gene Expression
SMC prolif,MGP,ENSG00000111341,Gene Expression
SMC prolif,PDGFRB,ENSG00000113721,Gene Expression
Pericyte,IGFBP7,ENSG00000163453,Gene Expression
Pericyte,FN1,ENSG00000115414,Gene Expression
Pericyte,RGS5,ENSG00000143248,Gene Expression
Pericyte,SPARC,ENSG00000113140,Gene Expression
Pericyte,COL4A1,ENSG00000187498,Gene Expression
Pericyte,COL4A2,ENSG00000134871,Gene Expression
Pericyte,CALD1,ENSG00000122786,Gene Expression
Pericyte,COL1A2,ENSG00000164692,Gene Expression
Pericyte,COL3A1,ENSG00000168542,Gene Expression
Pericyte,NDUFA4L2,ENSG00000185633,Gene Expression
Pericyte,TAGLN,ENSG00000149591,Gene Expression
Pericyte,MMP9,ENSG00000100985,Gene Expression
Pericyte,BGN,ENSG00000182492,Gene Expression
Pericyte,ACTA2,ENSG00000107796,Gene Expression
Pericyte,DCN,ENSG00000011465,Gene Expression
Pericyte,MIR4435-2HG,ENSG00000172965,Gene Expression
Pericyte,COL1A1,ENSG00000108821,Gene Expression
Pericyte,THY1,ENSG00000154096,Gene Expression
Pericyte,ITGB1,ENSG00000150093,Gene Expression
Pericyte,CYTOR,ENSG00000222041,Gene Expression
Pericyte,HIGD1B,ENSG00000131097,Gene Expression
Pericyte,MGP,ENSG00000111341,Gene Expression
Pericyte,TPM2,ENSG00000198467,Gene Expression
Pericyte,PDGFRB,ENSG00000113721,Gene Expression
Pericyte,MYL9,ENSG00000101335,Gene Expression
Pericyte,IFITM3,ENSG00000142089,Gene Expression
Pericyte,UACA,ENSG00000137831,Gene Expression
Pericyte,COL18A1,ENSG00000182871,Gene Expression
Pericyte,NOTCH3,ENSG00000074181,Gene Expression
Pericyte,FSTL1,ENSG00000163430,Gene Expression
Pericyte,PLXDC1,ENSG00000161381,Gene Expression
Pericyte,COL6A1,ENSG00000142156,Gene Expression
Pericyte,COL5A2,ENSG00000204262,Gene Expression
Pericyte,SERPINH1,ENSG00000149257,Gene Expression
Pericyte,MCAM,ENSG00000076706,Gene Expression
Pericyte,TIMP1,ENSG00000102265,Gene Expression
Pericyte,ATP1A2,ENSG00000018625,Gene Expression
Pericyte,LUM,ENSG00000139329,Gene Expression
Pericyte,ITGA1,ENSG00000213949,Gene Expression
Pericyte,NID1,ENSG00000116962,Gene Expression
Pericyte,SPARCL1,ENSG00000152583,Gene Expression
Pericyte,COL6A2,ENSG00000142173,Gene Expression
Pericyte,EPAS1,ENSG00000116016,Gene Expression
Pericyte,CCN2,ENSG00000118523,Gene Expression
Pericyte,TPM4,ENSG00000167460,Gene Expression
Pericyte,C11orf96,ENSG00000187479,Gene Expression
Pericyte,FRZB,ENSG00000162998,Gene Expression
Pericyte,LAMA4,ENSG00000112769,Gene Expression
Pericyte,TPM1,ENSG00000140416,Gene Expression
Pericyte,IGFBP4,ENSG00000141753,Gene Expression
Scavenging pericyte,SPARC,ENSG00000113140,Gene Expression
Scavenging pericyte,FN1,ENSG00000115414,Gene Expression
Scavenging pericyte,RGS5,ENSG00000143248,Gene Expression
Scavenging pericyte,COL4A1,ENSG00000187498,Gene Expression
Scavenging pericyte,COL1A2,ENSG00000164692,Gene Expression
Scavenging pericyte,IGFBP7,ENSG00000163453,Gene Expression
Scavenging pericyte,COL3A1,ENSG00000168542,Gene Expression
Scavenging pericyte,COL1A1,ENSG00000108821,Gene Expression
Scavenging pericyte,ITGB1,ENSG00000150093,Gene Expression
Scavenging pericyte,COL4A2,ENSG00000134871,Gene Expression
Scavenging pericyte,UACA,ENSG00000137831,Gene Expression
Scavenging pericyte,CALD1,ENSG00000122786,Gene Expression
Scavenging pericyte,DCN,ENSG00000011465,Gene Expression
Scavenging pericyte,NID1,ENSG00000116962,Gene Expression
Scavenging pericyte,FSTL1,ENSG00000163430,Gene Expression
Scavenging pericyte,MT-ND4,ENSG00000198886,Gene Expression
Scavenging pericyte,COL5A2,ENSG00000204262,Gene Expression
Scavenging pericyte,MT-ND1,ENSG00000198888,Gene Expression
Scavenging pericyte,MCAM,ENSG00000076706,Gene Expression
Scavenging pericyte,ITGA1,ENSG00000213949,Gene Expression
Scavenging pericyte,MT-ATP8,ENSG00000228253,Gene Expression
Scavenging pericyte,MT-CYB,ENSG00000198727,Gene Expression
Scavenging pericyte,MT-ATP6,ENSG00000198899,Gene Expression
Scavenging pericyte,LUM,ENSG00000139329,Gene Expression
Scavenging pericyte,MT-ND3,ENSG00000198840,Gene Expression
Scavenging pericyte,TPM4,ENSG00000167460,Gene Expression
Scavenging pericyte,SPARCL1,ENSG00000152583,Gene Expression
Scavenging pericyte,NOTCH3,ENSG00000074181,Gene Expression
Scavenging pericyte,THY1,ENSG00000154096,Gene Expression
Scavenging pericyte,S1PR3,ENSG00000213694,Gene Expression
Scavenging pericyte,PLXDC1,ENSG00000161381,Gene Expression
Scavenging pericyte,KLF4,ENSG00000136826,Gene Expression
Scavenging pericyte,NR2F2,ENSG00000185551,Gene Expression
Scavenging pericyte,MYH9,ENSG00000100345,Gene Expression
Scavenging pericyte,EGR1,ENSG00000120738,Gene Expression
Scavenging pericyte,MYO1B,ENSG00000128641,Gene Expression
Scavenging pericyte,MMP9,ENSG00000100985,Gene Expression
Scavenging pericyte,MT-CO2,ENSG00000198712,Gene Expression
Scavenging pericyte,JUND,ENSG00000130522,Gene Expression
Scavenging pericyte,EDNRA,ENSG00000151617,Gene Expression
Scavenging pericyte,LAMC1,ENSG00000135862,Gene Expression
Scavenging pericyte,MT-CO1,ENSG00000198804,Gene Expression
Scavenging pericyte,COL6A1,ENSG00000142156,Gene Expression
Scavenging pericyte,LAMA4,ENSG00000112769,Gene Expression
Scavenging pericyte,MGP,ENSG00000111341,Gene Expression
Scavenging pericyte,FOS,ENSG00000170345,Gene Expression
Scavenging pericyte,SERPINH1,ENSG00000149257,Gene Expression
Scavenging pericyte,APP,ENSG00000142192,Gene Expression
Scavenging pericyte,FILIP1L,ENSG00000168386,Gene Expression
Scavenging pericyte,ATP1A2,ENSG00000018625,Gene Expression
Perivascular fibroblast,APOD,ENSG00000189058,Gene Expression
Perivascular fibroblast,DCN,ENSG00000011465,Gene Expression
Perivascular fibroblast,COL1A1,ENSG00000108821,Gene Expression
Perivascular fibroblast,COL1A2,ENSG00000164692,Gene Expression
Perivascular fibroblast,COL3A1,ENSG00000168542,Gene Expression
Perivascular fibroblast,MGP,ENSG00000111341,Gene Expression
Perivascular fibroblast,FBLN1,ENSG00000077942,Gene Expression
Perivascular fibroblast,PTGDS,ENSG00000107317,Gene Expression
Perivascular fibroblast,C1S,ENSG00000182326,Gene Expression
Perivascular fibroblast,IGFBP7,ENSG00000163453,Gene Expression
Perivascular fibroblast,CYP1B1,ENSG00000138061,Gene Expression
Perivascular fibroblast,FN1,ENSG00000115414,Gene Expression
Perivascular fibroblast,TIMP1,ENSG00000102265,Gene Expression
Perivascular fibroblast,LUM,ENSG00000139329,Gene Expression
Perivascular fibroblast,IFITM1,ENSG00000185885,Gene Expression
Perivascular fibroblast,C1R,ENSG00000159403,Gene Expression
Perivascular fibroblast,CCN2,ENSG00000118523,Gene Expression
Perivascular fibroblast,ISLR,ENSG00000129009,Gene Expression
Perivascular fibroblast,C7,ENSG00000112936,Gene Expression
Perivascular fibroblast,TPM1,ENSG00000140416,Gene Expression
Perivascular fibroblast,IFITM3,ENSG00000142089,Gene Expression
Perivascular fibroblast,CEMIP,ENSG00000103888,Gene Expression
Perivascular fibroblast,SERPING1,ENSG00000149131,Gene Expression
Perivascular fibroblast,SFRP4,ENSG00000106483,Gene Expression
Perivascular fibroblast,COL6A3,ENSG00000163359,Gene Expression
Perivascular fibroblast,SPARC,ENSG00000113140,Gene Expression
Perivascular fibroblast,COL6A2,ENSG00000142173,Gene Expression
Perivascular fibroblast,CFH,ENSG00000000971,Gene Expression
Perivascular fibroblast,PCOLCE,ENSG00000106333,Gene Expression
Perivascular fibroblast,CXCL12,ENSG00000107562,Gene Expression
Perivascular fibroblast,IGFBP4,ENSG00000141753,Gene Expression
Perivascular fibroblast,FSTL1,ENSG00000163430,Gene Expression
Perivascular fibroblast,TIMP3,ENSG00000100234,Gene Expression
Perivascular fibroblast,IGFBP6,ENSG00000167779,Gene Expression
Perivascular fibroblast,FRZB,ENSG00000162998,Gene Expression
Perivascular fibroblast,COL6A1,ENSG00000142156,Gene Expression
Perivascular fibroblast,ANXA2,ENSG00000182718,Gene Expression
Perivascular fibroblast,CCN1,ENSG00000142871,Gene Expression
Perivascular fibroblast,OLFML3,ENSG00000116774,Gene Expression
Perivascular fibroblast,FBLN2,ENSG00000163520,Gene Expression
Perivascular fibroblast,COLEC12,ENSG00000158270,Gene Expression
Perivascular fibroblast,RBP1,ENSG00000114115,Gene Expression
Perivascular fibroblast,THBS1,ENSG00000137801,Gene Expression
Perivascular fibroblast,PDLIM1,ENSG00000107438,Gene Expression
Perivascular fibroblast,BGN,ENSG00000182492,Gene Expression
Perivascular fibroblast,TAGLN,ENSG00000149591,Gene Expression
Perivascular fibroblast,MMP2,ENSG00000087245,Gene Expression
Perivascular fibroblast,NID1,ENSG00000116962,Gene Expression
Perivascular fibroblast,CLDN11,ENSG00000013297,Gene Expression
Perivascular fibroblast,LHFPL6,ENSG00000183722,Gene Expression
VLMC,SLN,ENSG00000170290,Gene Expression
VLMC,CLU,ENSG00000120885,Gene Expression
VLMC,SFRP4,ENSG00000106483,Gene Expression
VLMC,MDK,ENSG00000110492,Gene Expression
VLMC,PTGDS,ENSG00000107317,Gene Expression
VLMC,FRZB,ENSG00000162998,Gene Expression
VLMC,IGFBP7,ENSG00000163453,Gene Expression
VLMC,SPARC,ENSG00000113140,Gene Expression
VLMC,PSAP,ENSG00000197746,Gene Expression
VLMC,GPNMB,ENSG00000136235,Gene Expression
VLMC,IGFBP6,ENSG00000167779,Gene Expression
VLMC,CPE,ENSG00000109472,Gene Expression
VLMC,FN1,ENSG00000115414,Gene Expression
VLMC,MAP1A,ENSG00000166963,Gene Expression
VLMC,BGN,ENSG00000182492,Gene Expression
VLMC,RAMP2,ENSG00000131477,Gene Expression
VLMC,NDUFA4L2,ENSG00000185633,Gene Expression
VLMC,NUPR1,ENSG00000176046,Gene Expression
VLMC,THY1,ENSG00000154096,Gene Expression
VLMC,CALD1,ENSG00000122786,Gene Expression
VLMC,SQSTM1,ENSG00000161011,Gene Expression
VLMC,CHGB,ENSG00000089199,Gene Expression
VLMC,OCIAD2,ENSG00000145247,Gene Expression
VLMC,GSN,ENSG00000148180,Gene Expression
VLMC,DCN,ENSG00000011465,Gene Expression
VLMC,SELENOP,ENSG00000250722,Gene Expression
VLMC,CTSK,ENSG00000143387,Gene Expression
VLMC,MYL9,ENSG00000101335,Gene Expression
VLMC,COL4A1,ENSG00000187498,Gene Expression
VLMC,CTSH,ENSG00000103811,Gene Expression
VLMC,RASD1,ENSG00000108551,Gene Expression
VLMC,CCK,ENSG00000187094,Gene Expression
VLMC,MIR4435-2HG,ENSG00000172965,Gene Expression
VLMC,HIGD1B,ENSG00000131097,Gene Expression
VLMC,COL1A2,ENSG00000164692,Gene Expression
VLMC,APP,ENSG00000142192,Gene Expression
VLMC,CSRP2,ENSG00000175183,Gene Expression
VLMC,ANXA1,ENSG00000135046,Gene Expression
VLMC,PLAAT3,ENSG00000176485,Gene Expression
VLMC,CYSTM1,ENSG00000120306,Gene Expression
VLMC,COL4A2,ENSG00000134871,Gene Expression
VLMC,LGALS1,ENSG00000100097,Gene Expression
VLMC,IFITM3,ENSG00000142089,Gene Expression
VLMC,TIMP1,ENSG00000102265,Gene Expression
VLMC,CRYAB,ENSG00000109846,Gene Expression
VLMC,MGST1,ENSG00000008394,Gene Expression
VLMC,DKK3,ENSG00000050165,Gene Expression
VLMC,GPM6B,ENSG00000046653,Gene Expression
VLMC,RND2,ENSG00000108830,Gene Expression
VLMC,RBP1,ENSG00000114115,Gene Expression
